"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 25 17:31:52 BRT 2023","Tue Jul 25 17:32:06 BRT 2023","13703","safari","","","","","@Web Intercepting response",""
